property_name,society,property_type,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,rating
2 Bedroom House for sale in Laxman Vihar,not applicable,house,0.65,13000.0,500.0,Plot area 500(46.45 sq.m.),2,1,1,not available,"1743, Laxman Vihar, Gurgaon, Haryana",3,East,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shree Krishna Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Dr. Hitesh Dawar', 'Esic Hospital Gurugram', 'Sneh Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dr. Ashok Jain', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Pearl Dental Clinic', 'Gurgaon Eye Centre', 'Dr. Sindhu Clinic', 'Taneja Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'R K Hospital Gurgaon', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'Aryan Hospital', 'Geeta Nursing Home Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Chirag Hospital Pvt. Ltd', 'Sparsh Hospital Gurgaon', 'Dr. Madan Clinic', 'Ravi Clinic and Health Care Centre', 'Chiranjiv Hospital', 'Dev Man Kathuria Clinic', 'Bhatnagar Maternity and Nursing Home', 'Swastik Maternity and Medical Centre', 'Dr. Agya Ram Sharma Clinic', 'Bindal Clinic', 'GH Gurgaon', 'Satyam Hospital Gurgaon', 'M.S Hospital', 'My Care Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station']",[],['Water Storage'],"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
8 Bedroom House for sale in DLF Phase 3,independent,house,11.0,28898.0,3806.4917987403974,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8,11,3+,"pooja room,study room,servant room,others","Dlf -3, DLF Phase 3, Gurgaon, Haryana",3,East,10+ Year Old,,"['8 Wardrobe', '12 Fan', '1 Exhaust Fan', '8 Geyser', '40 Light', '1 Modular Kitchen', '11 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
9 Bedroom House for sale in Sector 60 Gurgaon,adani brahma samsara,house,18.02,28200.0,6390.070921985815,Built Up area: 6390 (593.65 sq.m.),9,12,3+,servant room,"Sector 60 Gurgaon, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['Sector 55-56 Rapid Metro', 'Paras Trinity Mall', 'Golf Course Extension Road', 'Heritage Xperiential Learning School', 'Sushant University', 'Indira Gandhi Eye Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'Zooper India Trampoline Park', 'Teri Golf Course', 'Tennis Vidyalaya (Tennis Academy)', 'PVR Drive in Theatre']","['1 Exhaust Fan', '12 Geyser', '12 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']"
2 Bedroom House for sale in Sector 36 Sohna,independent,house,0.66,7168.0,920.7589285714286,Built Up area: 823 (76.46 sq.m.),2,2,3,not available,"Signature Global Park Iii, Sector 36 Sohna, Gurgaon, Sector 36 Sohna, Gurgaon, Haryana",4,NA,0 to 1 Year Old,,,,
1 Bedroom House for sale in Sector 14 Gurgaon,independent,house,4.6,20444.0,2250.0489141068283,Built Up area: 2250 (209.03 sq.m.),1,1,0,not available,"Sector 14, Gurgaon, Sector 14 Gurgaon, Gurgaon, Haryana",1,NA,undefined,"['Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Punjab national bank ATM', 'Nagpal Nursing Home Gurgaon', 'Kalyani Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Apollo Cradle Hospital Gurgaon', 'Kishor Clinic', 'Sheetla Clinic', 'Sangwan Hospital Gurgaon', 'Dr. Babita Sharma', 'Lotus Hospital Gurgaon', 'Nidhi Clinic', 'Children Hospital', 'Mamta Hospital Gurgaon', 'Dr. Tomar Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Shivam Hospital Gurgaon', 'Sector-14 Market', 'Indian Oil', 'Standard chartered bank', 'Icici bank', 'Hdfc bank', 'Oriental bank of commerce', 'Karur vysay bank', 'Catholic syrian bank', 'State bank of india sbi', 'Punjab national bank', 'Rang Parivartan', 'Cafe Coffee Day', '32nd Milestone', 'Dhabba', 'Cafe Coffee Day', 'Ardor 29', 'ADDA', 'Gung the palace Korean restaurant', 'Tocpao', 'Walking Street', 'Spaghetti Kitchen & Bar', 'Pizza Hut', 'Swagath', 'distillery', ""Hops 'N' Brew"", ""Domino's Pizza"", 'Salvan Public School', 'Management Development Institute', 'Lieutenant Atul Kataria School', 'govt sec school']",,,"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in DLF Phase 3,dlf city plot phase 3,house,,,,Built Up area: 5000 (464.52 sq.m.),5,5,3+,not available,"V Block, DLF Phase 3, Gurgaon, Haryana",4,North-East,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
3 Bedroom House for sale in Sushant Lok Phase 1,independent,house,1.9,35185.0,540.0028421202217,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),3,3,3+,not available,"C Block, Sushant Lok I, Gurgaon, Sushant Lok Phase 1, Gurgaon, Haryana",3,NA,10+ Year Old,"['Sector 42-43 metro station', 'Sector 53-54 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Marwah Clinic', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Balaji Vegetarian Paradise', 'PWO house', 'The Chicken Boat', 'Clock tower', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Drunken Monkey', 'CCD', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '6 Light', '3 AC', '3 Curtains', '3 TV', '2 Wardrobe', '1 Washing Machine', 'No Bed', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Sofa', 'No Stove']",,"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
3 Bedroom House for sale in Sector 63 Gurgaon,signature global city 63a,house,1.5,6289.0,2385.1168707266656,Built Up area: 2385 (221.57 sq.m.),3,3,2,not available,"Signature Global City 63a, Sector 63, Gurgaon, Sector 63 Gurgaon, Gurgaon, Haryana",1,NA,0 to 1 Year Old,"['pracksht hospital', 'SPAZE BUSINESS PARK', 'International Tech Park', 'Intellion Park', 'Hdfc bank']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,
5 Bedroom House for sale in Shivaji Nagar,independent,house,2.5,17857.0,1400.0112000896006,Plot area 1400(130.06 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.),5,4,3,store room,"Shivaji Nagar, Gurgaon, Haryana",1,East,10+ Year Old,"['Rajiv Chowk Mosque', 'Hanuman Mandir', 'Hdfc bank ATM', 'State bank of india ATM', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Bansal Medicare and Maternity Centre', 'Smile Plus Dental Clinic', 'Thakral Nursing and Maternity Home', 'Rajendra Hospital', 'Aarvy Hospital', 'Vinayak Hospital Gurgaon', 'Dayal Eye & Maternity Centre', 'Parashar Hospital', 'Kathuria Hospital', 'Rama Hospital & Nursing Home', 'Nangia Hospital Ent and Maternity', 'Pasricha Hospital and Maternity Home', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Rachna Dental Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Medanta', 'Parmar Dental Clinic & Lab', 'Sharma Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Samvit Health Care', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Airforce Hospital', 'Dr. Ajay S. Gupta Clinic', 'Dr. Sandeep Chauhan', 'Lal Superspeciality Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Bhanu Dental Care', 'Shri Gobind Hospital', 'Ahooja Eye and Dental Institute Hospital', 'Nutan Dental Hospital', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Indian Oil', 'IBP Petrol Station', 'IBP Petrol Pump', 'Punjab national bank', 'Darbar', 'KFC', 'Kendriya Vidyalaya No.2 Sohna Road', 'govt sec school', 'CR Model Public School', 'District library gurgaon']",[],,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
2 Bedroom House for sale in Daulatabad,independent,house,0.7,7000.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 509 sq.ft. (47.29 sq.m.),2,2,1,not available,"Daulatabad, Gurgaon, Haryana",5,North-East,undefined,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,
5 Bedroom House for sale in Dwarka Expressway Gurgaon,rattan vihar rajendra park,house,0.85,14166.0,600.0282366229,Plot area 600(55.74 sq.m.),5,5,3+,not available,"Dwarka Expressway Gurgaon, Gurgaon, Haryana",4,NA,0 to 1 Year Old,"['Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Basai dhankot railway station']",[],,
9 Bedroom House for sale in Sector 54 Gurgaon,suncity township,house,2.0,30968.0,645.827951433738,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9,9,3,servant room,,11,North,1 to 5 Year Old,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Paras Hospital Gurgaon', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'Intellion Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Indusind bank', 'Kotak mahindra bank', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Bikanerwala', 'Wat-a-Burger', 'Burger Singh', 'Naivedyam Restaurant', 'Clock tower', 'Pizza Hut', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Suncity School', 'Ansal Institute of Technology']","['1 Water Purifier', '9 Fan', '1 Fridge', '1 Exhaust Fan', '9 Geyser', '20 Light', '9 AC', '1 Modular Kitchen', '9 TV', '9 Wardrobe', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Sofa', 'No Stove', 'No Washing Machine']",['Internet/wi-fi connectivity'],"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
1 Bedroom House for sale in Palam Vihar Extension,independent,house,0.7,7777.0,900.0900090009001,Built Up area: 900 (83.61 sq.m.),1,1,0,not available,"Om Vihar, Palam Vihar Extension, Gurgaon, Palam Vihar Extension, Gurgaon, Haryana",1,NA,undefined,"['Palam triangle', 'HUDA Sector 23 Market', 'Palam Vihar Vyapar kendra', 'Ram Mandir', 'Sheetla Mata Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Hsbc bank ATM', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', 'Apollo Cradle Hospital Gurgaon', 'Kishor Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Sheetla Clinic', ""Dr. Anurag's Child Care Clinic"", 'Children Hospital', 'Yashroop Medical Centre', 'Jiya Clinic', 'Dr. Tomar Clinic', 'Dr. Mittal Clinic', 'Dr. Babita Sharma', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'HUDA sector 23 parking', 'Punjab national bank', 'Axis bank', 'Oriental bank of commerce', 'Catholic syrian bank', 'Karur vysay bank', 'Oriental bank of commerce', 'Hdfc bank', 'Icici bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Om Sweets', 'Pizza Hut', ""Domino's Pizza"", 'Cafe Coffee Day', 'Cafe Coffee Day', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'Lieutenant Atul Kataria School', 'Palam vihar railway station']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in New Colony,independent,house,0.89,18658.0,477.00718190588486,Plot area 477(44.31 sq.m.),5,3,2,not available,"394/1/11, New Colony, Gurgaon, Haryana",2,East,10+ Year Old,"['Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Taneja Hospital', 'Dr. Madan Clinic', 'Pearl Dental Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Ravi Clinic and Health Care Centre', 'Aryan Hospital', 'Bindal Clinic', 'M.S Hospital', 'My Care Clinic', 'D.R. Rajnis Gupta Clinic', 'Satyam Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Dr. Ashok Jain', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Shiv Mahima Patient Care Bureau', 'Shri Gobind Hospital', 'Gurgaon Eye Centre', 'Dr. Ajay S. Gupta Clinic', 'Lal Superspeciality Hospital', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Kharbanda Maternity and Nursing Home', 'Gupta Hospital Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lalit Dental Care', 'Lall Nursing and Maternity Home', 'Tirath Ram Hospitals Pvt Ltd', 'Ankur Clinic and Maternity Home', 'M Goel Hospital', 'Shubham Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Sethi Hospital Gurgaon', 'Nova Care Clinic', 'Dental Health Centre', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Pasricha Hospital and Maternity Home', 'Sharma Hospital Gurgaon', 'State bank of india', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']",[],['Park'],"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
1 Bedroom House for sale in Sector 69 Gurgaon,independent,house,0.8,10484.0,763.0675314765357,Built Up area: 763 (70.89 sq.m.),1,1,0,not available,"Sector 69, Gurgaon, Sector 69 Gurgaon, Gurgaon, Haryana",1,NA,undefined,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Gobind Hospital', 'Kamal Hospital and Maternity Centre', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Park Hospital Gurgaon', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Central bank of india', 'Union bank of india', 'Indusind bank', 'State bank of india', 'Hdfc bank', 'Icici bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'SRS Cinemas', 'Nook', 'Starbucks', ""Nirula's"", ""Domino's Pizza"", 'India', 'Haldiram']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
3 Bedroom House for sale in Golf Course Road,independent,house,1.6,160000.0,100.0,Plot area 100(9.29 sq.m.),3,2,2,not available,"Golf Course Road, Gurgaon, Haryana",41,NA,1 to 5 Year Old,"['Sector 42-43 metro station', 'Sector 53-54 metro station', 'Dlf phase 1 metro station', 'New Life Church', 'Hanuman Mandir', 'Rbs ATM', 'Hdfc ATM', 'Icici bank ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Marwah Clinic', 'The Dental Lounge', 'Arihant Hospital', 'Gupta', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Hdfc bank & atm', 'Icici bank', 'Axis bank', 'Hdfc bank', 'Shophouse by Kylin', 'Sagar Ratna', 'Cafe Tonini', ""Carl's Jr."", 'Starbucks', 'Clock tower', 'The Chicken Boat', 'Balaji Vegetarian Paradise', 'Nowhere Brewpub and cafe', 'Fat', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Dighent cafe', 'PWO house', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'Naveidyam', 'Stones2milestones', 'Ncr library', 'Bahrisons library']",[],,
1 Bedroom House for sale in Sector 81 Gurgaon,independent,house,0.89,8127.0,1095.1150486034207,Built Up area: 1095 (101.73 sq.m.),1,1,0,not available,"Sg City 81, Sector 81, Gurgaon, Sector 81 Gurgaon, Gurgaon, Haryana",1,NA,undefined,"['Orris Community Center', 'Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Vijay Petrol Pump', 'Petrol Pump Indian Oil', 'Petrol pump Maitri motors', 'Indian Oil', ""McDonald's"", 'Rao Dhaba', 'KFC', 'Pizza Hut', ""McDonald's""]","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']"
1 Bedroom House for sale in Sector 108 Gurgaon,independent,house,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1,1,0,not available,"Sector 108, Gurgaon, Sector 108 Gurgaon, Gurgaon, Haryana",1,NA,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5', 'Safety4.5 out of 5']"
5 Bedroom House for sale in Jacobpura,independent,house,1.7,8000.0,2125.0,Built Up area: 2000 (185.81 sq.m.),5,5,3,"pooja room,others","Jacobpura, Gurgaon, Haryana",3,NA,5 to 10 Year Old,"['Hanuman Mandir', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Gupta Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Dr. Ajay S. Gupta Clinic', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Kharbanda Maternity and Nursing Home', 'M Goel Hospital', 'Lalit Dental Care', 'Aarvy Hospital', 'Triveni Hospital Gurgaon', 'Kidney Clinic', 'My Care Clinic', 'M.S Hospital', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'Jackson Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Bhatnagar Maternity and Nursing Home', 'Ravi Clinic and Health Care Centre', 'Swastik Maternity and Medical Centre', 'Thakral Nursing and Maternity Home', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Chiranjiv Hospital', 'Nangia Hospital Ent and Maternity', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Sparsh Hospital Gurgaon', 'Satyam Hospital Gurgaon', 'IBP Petrol Station', 'Indian Oil', 'Indian Oil', 'Punjab national bank', 'State bank of india sbi', 'Rang Parivartan', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","['4 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Private Garden / Terrace'],"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
1 Bedroom House for sale in Sector 39 Gurgaon,independent,house,0.34,7555.0,450.03309066843156,Built Up area: 450 (41.81 sq.m.),1,1,1,not available,"Jharsa Village, Sector 39, Gurgaon, Sector 39 Gurgaon, Gurgaon, Haryana",1,NA,undefined,"['Rajiv Chowk Mosque', 'State bank of india ATM', 'Axis bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dispencery', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Bansal Medicare and Maternity Centre', 'Samvit Health Care', 'Shivam Hospital Gurgaon', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Hdfc bank', 'SRS Cinemas', 'Raj Restaurant', 'KFC', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'Delhi Public School Primary Section', 'St. Angels Jr', 'Amity Global School', 'St. Angels Sr', 'Kendriya Vidyalaya No.2 Sohna Road', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']",,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
